"Date","Price","Open","High","Low","Vol.","Change %"
"06/05/2003","0.22","0.21","0.22","0.21","1.21B","0.00%"
"06/04/2003","0.22","0.21","0.22","0.21","1.18B","4.76%"
"06/03/2003","0.21","0.20","0.22","0.20","1.60B","0.00%"
"06/02/2003","0.21","0.22","0.22","0.20","1.57B","-4.55%"
"05/30/2003","0.22","0.22","0.22","0.22","2.14B","10.00%"
"05/29/2003","0.20","0.19","0.21","0.19","2.30B","5.26%"
"05/28/2003","0.19","0.19","0.19","0.18","1.24B","0.00%"
"05/27/2003","0.19","0.17","0.19","0.17","1.68B","11.76%"
"05/23/2003","0.17","0.18","0.18","0.17","870.30M","0.00%"
"05/22/2003","0.17","0.17","0.18","0.17","892.71M","0.00%"
"05/21/2003","0.17","0.17","0.17","0.17","911.35M","0.00%"
"05/20/2003","0.17","0.17","0.17","0.17","887.45M","0.00%"
"05/19/2003","0.17","0.17","0.18","0.17","1.22B","-5.56%"
"05/16/2003","0.18","0.17","0.18","0.17","1.02B","0.00%"
"05/15/2003","0.18","0.17","0.18","0.17","1.11B","5.88%"
"05/14/2003","0.17","0.17","0.17","0.17","968.55M","0.00%"
"05/13/2003","0.17","0.17","0.17","0.17","1.83B","0.00%"
"05/12/2003","0.17","0.18","0.18","0.17","3.02B","-5.56%"
"05/09/2003","0.18","0.16","0.18","0.15","9.28B","38.46%"
"05/08/2003","0.13","0.13","0.14","0.13","2.12B","0.00%"
"05/07/2003","0.13","0.13","0.14","0.13","901.14M","-7.14%"
"05/06/2003","0.14","0.14","0.14","0.13","1.15B","0.00%"
"05/05/2003","0.14","0.13","0.14","0.13","1.58B","7.69%"
"05/02/2003","0.13","0.12","0.13","0.12","1.70B","8.33%"
"05/01/2003","0.12","0.12","0.12","0.12","735.56M","0.00%"
"04/30/2003","0.12","0.12","0.12","0.12","469.10M","0.00%"
"04/29/2003","0.12","0.12","0.12","0.12","673.94M","0.00%"
"04/28/2003","0.12","0.11","0.12","0.11","677.40M","9.09%"
"04/25/2003","0.11","0.12","0.12","0.11","886.82M","-8.33%"
"04/24/2003","0.12","0.12","0.12","0.12","663.51M","0.00%"
"04/23/2003","0.12","0.12","0.12","0.12","608.90M","0.00%"
"04/22/2003","0.12","0.12","0.12","0.11","791.86M","0.00%"
"04/21/2003","0.12","0.11","0.12","0.11","597.15M","9.09%"
"04/17/2003","0.11","0.11","0.11","0.11","524.26M","0.00%"
"04/16/2003","0.11","0.11","0.11","0.11","674.63M","0.00%"
"04/15/2003","0.11","0.11","0.11","0.11","494.54M","0.00%"
"04/14/2003","0.11","0.11","0.11","0.11","447.75M","0.00%"
"04/11/2003","0.11","0.11","0.11","0.11","375.50M","0.00%"
"04/10/2003","0.11","0.11","0.11","0.11","364.42M","0.00%"
"04/09/2003","0.11","0.11","0.12","0.11","694.83M","0.00%"
"04/08/2003","0.11","0.11","0.11","0.11","476.86M","0.00%"
"04/07/2003","0.11","0.12","0.12","0.11","671.31M","0.00%"
"04/04/2003","0.11","0.12","0.12","0.11","514.04M","-8.33%"
"04/03/2003","0.12","0.12","0.12","0.11","703.29M","9.09%"
"04/02/2003","0.11","0.11","0.12","0.11","772.26M","0.00%"
"04/01/2003","0.11","0.11","0.11","0.11","533.82M","0.00%"
"03/31/2003","0.11","0.11","0.11","0.11","681.36M","0.00%"
"03/28/2003","0.11","0.12","0.12","0.11","1.29B","-8.33%"
"03/27/2003","0.12","0.12","0.12","0.12","1.39B","0.00%"
"03/26/2003","0.12","0.12","0.12","0.12","1.11B","0.00%"
"03/25/2003","0.12","0.11","0.12","0.11","672.83M","9.09%"
"03/24/2003","0.11","0.11","0.12","0.11","841.91M","-8.33%"
"03/21/2003","0.12","0.12","0.12","0.11","1.69B","0.00%"
"03/20/2003","0.12","0.12","0.12","0.11","783.80M","0.00%"
"03/19/2003","0.12","0.12","0.12","0.11","716.53M","0.00%"
"03/18/2003","0.12","0.12","0.12","0.12","939.61M","0.00%"
"03/17/2003","0.12","0.11","0.12","0.11","1.32B","9.09%"
"03/14/2003","0.11","0.12","0.12","0.11","1.10B","-8.33%"
"03/13/2003","0.12","0.11","0.12","0.11","1.37B","20.00%"
"03/12/2003","0.10","0.10","0.11","0.10","496.13M","0.00%"
"03/11/2003","0.10","0.10","0.10","0.10","419.00M","0.00%"
"03/10/2003","0.10","0.10","0.10","0.10","347.90M","0.00%"
"03/07/2003","0.10","0.10","0.10","0.10","583.07M","0.00%"
"03/06/2003","0.10","0.10","0.10","0.10","493.38M","0.00%"
"03/05/2003","0.10","0.10","0.10","0.10","525.26M","0.00%"
"03/04/2003","0.10","0.10","0.10","0.10","540.73M","0.00%"
"03/03/2003","0.10","0.11","0.11","0.10","706.28M","-9.09%"
"02/28/2003","0.11","0.10","0.11","0.10","1.66B","10.00%"
"02/27/2003","0.10","0.10","0.11","0.10","678.94M","0.00%"
"02/26/2003","0.10","0.11","0.11","0.10","750.91M","-9.09%"
"02/25/2003","0.11","0.11","0.11","0.10","1.24B","0.00%"
"02/24/2003","0.11","0.11","0.11","0.11","1.14B","0.00%"
"02/21/2003","0.11","0.11","0.11","0.10","918.28M","0.00%"
"02/20/2003","0.11","0.11","0.11","0.11","982.62M","0.00%"
"02/19/2003","0.11","0.11","0.11","0.10","1.15B","0.00%"
"02/18/2003","0.11","0.10","0.11","0.10","1.75B","10.00%"
"02/14/2003","0.10","0.09","0.10","0.09","3.57B","25.00%"
"02/13/2003","0.08","0.08","0.08","0.08","906.43M","0.00%"
"02/12/2003","0.08","0.08","0.08","0.08","643.89M","0.00%"
"02/11/2003","0.08","0.08","0.09","0.08","854.37M","0.00%"
"02/10/2003","0.08","0.08","0.08","0.08","985.55M","0.00%"
"02/07/2003","0.08","0.09","0.09","0.08","920.90M","-11.11%"
"02/06/2003","0.09","0.09","0.09","0.08","1.23B","12.50%"
"02/05/2003","0.08","0.09","0.09","0.08","584.56M","0.00%"
"02/04/2003","0.08","0.09","0.09","0.08","630.54M","-11.11%"
"02/03/2003","0.09","0.09","0.09","0.09","757.26M","0.00%"
"01/31/2003","0.09","0.08","0.09","0.08","955.30M","12.50%"
"01/30/2003","0.08","0.09","0.09","0.08","747.33M","-11.11%"
"01/29/2003","0.09","0.08","0.09","0.08","1.03B","0.00%"
"01/28/2003","0.09","0.08","0.09","0.08","1.79B","12.50%"
"01/27/2003","0.08","0.08","0.09","0.08","891.77M","0.00%"
"01/24/2003","0.08","0.09","0.09","0.08","902.00M","-11.11%"
"01/23/2003","0.09","0.09","0.09","0.09","922.33M","0.00%"
"01/22/2003","0.09","0.09","0.09","0.09","555.53M","0.00%"
"01/21/2003","0.09","0.09","0.09","0.09","970.49M","0.00%"
"01/17/2003","0.09","0.09","0.09","0.09","1.06B","0.00%"
"01/16/2003","0.09","0.10","0.10","0.09","2.05B","-10.00%"
"01/15/2003","0.10","0.10","0.10","0.10","909.96M","0.00%"
"01/14/2003","0.10","0.10","0.10","0.10","876.55M","0.00%"
"01/13/2003","0.10","0.11","0.11","0.10","853.17M","0.00%"
"01/10/2003","0.10","0.10","0.10","0.10","928.48M","0.00%"
"01/09/2003","0.10","0.10","0.10","0.10","1.44B","0.00%"
"01/08/2003","0.10","0.11","0.11","0.10","1.86B","-9.09%"
"01/07/2003","0.11","0.11","0.12","0.11","1.50B","0.00%"
"01/06/2003","0.11","0.11","0.11","0.11","1.04B","10.00%"
"01/03/2003","0.10","0.10","0.11","0.10","1.04B","0.00%"
"01/02/2003","0.10","0.10","0.10","0.10","1.31B","0.00%"
"12/31/2002","0.10","0.10","0.10","0.09","828.34M","0.00%"
"12/30/2002","0.10","0.10","0.10","0.09","788.24M","0.00%"
"12/27/2002","0.10","0.11","0.11","0.10","705.57M","0.00%"
"12/26/2002","0.10","0.11","0.11","0.10","722.94M","-9.09%"
"12/24/2002","0.11","0.11","0.11","0.10","301.11M","0.00%"
"12/23/2002","0.11","0.11","0.11","0.11","501.21M","0.00%"
"12/20/2002","0.11","0.11","0.11","0.10","805.74M","0.00%"
"12/19/2002","0.11","0.11","0.11","0.10","1.11B","0.00%"
"12/18/2002","0.11","0.11","0.11","0.11","1.13B","-8.33%"
"12/17/2002","0.12","0.12","0.12","0.12","1.08B","0.00%"
"12/16/2002","0.12","0.11","0.12","0.11","1.06B","9.09%"
"12/13/2002","0.11","0.11","0.11","0.11","711.25M","0.00%"
"12/12/2002","0.11","0.12","0.12","0.11","1.31B","-8.33%"
"12/11/2002","0.12","0.12","0.12","0.11","1.37B","0.00%"
"12/10/2002","0.12","0.11","0.12","0.11","1.40B","9.09%"
"12/09/2002","0.11","0.11","0.12","0.11","975.31M","-8.33%"
"12/06/2002","0.12","0.11","0.12","0.11","1.16B","0.00%"
"12/05/2002","0.12","0.12","0.12","0.11","1.60B","0.00%"
"12/04/2002","0.12","0.12","0.13","0.12","2.22B","-7.69%"
"12/03/2002","0.13","0.14","0.14","0.13","1.05B","-7.14%"
"12/02/2002","0.14","0.15","0.15","0.14","1.17B","0.00%"
"11/29/2002","0.14","0.15","0.15","0.14","521.02M","0.00%"
"11/27/2002","0.14","0.14","0.14","0.14","1.09B","7.69%"
"11/26/2002","0.13","0.14","0.14","0.13","1.09B","-7.14%"
"11/25/2002","0.14","0.14","0.14","0.13","1.23B","7.69%"
"11/22/2002","0.13","0.13","0.13","0.13","1.26B","0.00%"
"11/21/2002","0.13","0.13","0.14","0.13","2.06B","8.33%"
"11/20/2002","0.12","0.12","0.13","0.12","1.30B","0.00%"
"11/19/2002","0.12","0.12","0.12","0.11","1.98B","0.00%"
"11/18/2002","0.12","0.12","0.12","0.12","1.99B","9.09%"
"11/15/2002","0.11","0.11","0.12","0.11","2.06B","10.00%"
"11/14/2002","0.10","0.10","0.11","0.10","1.14B","0.00%"
"11/13/2002","0.10","0.09","0.10","0.09","1.53B","0.00%"
"11/12/2002","0.10","0.09","0.10","0.09","1.39B","11.11%"
"11/11/2002","0.09","0.09","0.09","0.09","1.38B","0.00%"
"11/08/2002","0.09","0.10","0.11","0.09","3.91B","-25.00%"
"11/07/2002","0.12","0.13","0.13","0.12","1.68B","-7.69%"
"11/06/2002","0.13","0.13","0.14","0.12","1.66B","0.00%"
"11/05/2002","0.13","0.13","0.13","0.12","2.04B","0.00%"
"11/04/2002","0.13","0.13","0.14","0.12","2.69B","8.33%"
"11/01/2002","0.12","0.10","0.12","0.10","2.14B","20.00%"
"10/31/2002","0.10","0.09","0.10","0.09","1.26B","11.11%"
"10/30/2002","0.09","0.09","0.10","0.09","1.14B","0.00%"
"10/29/2002","0.09","0.09","0.09","0.08","775.05M","0.00%"
"10/28/2002","0.09","0.10","0.10","0.09","1.07B","0.00%"
"10/25/2002","0.09","0.09","0.09","0.09","748.65M","0.00%"
"10/24/2002","0.09","0.09","0.09","0.09","1.06B","0.00%"
"10/23/2002","0.09","0.09","0.09","0.09","928.71M","0.00%"
"10/22/2002","0.09","0.08","0.09","0.08","1.27B","0.00%"
"10/21/2002","0.09","0.08","0.09","0.08","933.73M","12.50%"
"10/18/2002","0.08","0.08","0.08","0.07","500.65M","0.00%"
"10/17/2002","0.08","0.08","0.08","0.08","589.62M","14.29%"
"10/16/2002","0.07","0.07","0.07","0.07","581.05M","-12.50%"
"10/15/2002","0.08","0.08","0.08","0.08","859.95M","14.29%"
"10/14/2002","0.07","0.07","0.07","0.07","614.17M","0.00%"
"10/11/2002","0.07","0.07","0.07","0.07","997.41M","16.67%"
"10/10/2002","0.06","0.06","0.07","0.06","540.69M","0.00%"
"10/09/2002","0.06","0.06","0.07","0.06","575.17M","0.00%"
"10/08/2002","0.06","0.07","0.07","0.06","716.25M","0.00%"
"10/07/2002","0.06","0.07","0.07","0.06","495.51M","-14.29%"
"10/04/2002","0.07","0.07","0.07","0.07","532.43M","0.00%"
"10/03/2002","0.07","0.07","0.08","0.07","592.98M","-12.50%"
"10/02/2002","0.08","0.08","0.08","0.08","751.23M","0.00%"
"10/01/2002","0.08","0.07","0.08","0.07","892.03M","14.29%"
"09/30/2002","0.07","0.07","0.07","0.07","586.09M","0.00%"
"09/27/2002","0.07","0.07","0.08","0.07","652.55M","0.00%"
"09/26/2002","0.07","0.08","0.08","0.07","742.35M","-12.50%"
"09/25/2002","0.08","0.08","0.08","0.08","900.27M","14.29%"
"09/24/2002","0.07","0.07","0.08","0.07","627.36M","0.00%"
"09/23/2002","0.07","0.08","0.08","0.07","523.69M","-12.50%"
"09/20/2002","0.08","0.08","0.08","0.08","689.72M","0.00%"
"09/19/2002","0.08","0.08","0.08","0.08","620.07M","0.00%"
"09/18/2002","0.08","0.08","0.08","0.08","814.50M","0.00%"
"09/17/2002","0.08","0.09","0.09","0.08","885.94M","0.00%"
"09/16/2002","0.08","0.09","0.09","0.08","928.16M","-11.11%"
"09/13/2002","0.09","0.09","0.09","0.09","799.09M","0.00%"
"09/12/2002","0.09","0.09","0.10","0.09","1.30B","0.00%"
"09/11/2002","0.09","0.09","0.10","0.09","1.66B","0.00%"
"09/10/2002","0.09","0.08","0.09","0.08","2.33B","12.50%"
"09/09/2002","0.08","0.08","0.08","0.07","579.67M","0.00%"
"09/06/2002","0.08","0.08","0.08","0.08","749.29M","0.00%"
"09/05/2002","0.08","0.08","0.08","0.08","719.42M","0.00%"
"09/04/2002","0.08","0.08","0.08","0.08","933.55M","0.00%"
"09/03/2002","0.08","0.08","0.08","0.08","849.31M","0.00%"
"08/30/2002","0.08","0.09","0.09","0.08","1.07B","-11.11%"
"08/29/2002","0.09","0.08","0.09","0.08","819.46M","0.00%"
"08/28/2002","0.09","0.09","0.09","0.09","706.66M","0.00%"
"08/27/2002","0.09","0.10","0.10","0.09","691.01M","-10.00%"
"08/26/2002","0.10","0.10","0.10","0.09","703.02M","0.00%"
"08/23/2002","0.10","0.10","0.10","0.10","924.74M","0.00%"
"08/22/2002","0.10","0.10","0.11","0.10","1.36B","-9.09%"
"08/21/2002","0.11","0.11","0.11","0.10","1.20B","10.00%"
"08/20/2002","0.10","0.11","0.11","0.10","1.44B","-9.09%"
"08/19/2002","0.11","0.09","0.11","0.09","2.26B","22.22%"
"08/16/2002","0.09","0.08","0.09","0.08","1.66B","0.00%"
"08/15/2002","0.09","0.08","0.09","0.08","1.16B","12.50%"
"08/14/2002","0.08","0.08","0.08","0.08","639.66M","0.00%"
"08/13/2002","0.08","0.08","0.08","0.08","658.11M","0.00%"
"08/12/2002","0.08","0.08","0.08","0.07","595.25M","0.00%"
"08/09/2002","0.08","0.08","0.08","0.08","583.70M","0.00%"
"08/08/2002","0.08","0.07","0.08","0.07","758.79M","14.29%"
"08/07/2002","0.07","0.08","0.08","0.07","897.03M","-12.50%"
"08/06/2002","0.08","0.08","0.08","0.07","1.18B","14.29%"
"08/05/2002","0.07","0.08","0.08","0.07","1.34B","-12.50%"
"08/02/2002","0.08","0.09","0.09","0.08","1.80B","0.00%"
"08/01/2002","0.08","0.09","0.09","0.08","1.73B","-11.11%"
"07/31/2002","0.09","0.10","0.10","0.09","4.85B","-35.71%"
"07/30/2002","0.14","0.13","0.14","0.13","1.83B","7.69%"
"07/29/2002","0.13","0.13","0.13","0.12","1.23B","8.33%"
"07/26/2002","0.12","0.13","0.13","0.12","1.23B","-7.69%"
"07/25/2002","0.13","0.14","0.14","0.12","1.80B","-7.14%"
"07/24/2002","0.14","0.13","0.14","0.13","1.18B","7.69%"
"07/23/2002","0.13","0.14","0.15","0.13","1.41B","-7.14%"
"07/22/2002","0.14","0.15","0.15","0.14","1.30B","-6.67%"
"07/19/2002","0.15","0.15","0.16","0.15","846.12M","-6.25%"
"07/18/2002","0.16","0.16","0.17","0.16","1.24B","0.00%"
"07/17/2002","0.16","0.17","0.18","0.16","1.92B","-11.11%"
"07/16/2002","0.18","0.18","0.19","0.17","1.77B","0.00%"
"07/15/2002","0.18","0.17","0.18","0.16","1.50B","5.88%"
"07/12/2002","0.17","0.18","0.18","0.16","1.35B","0.00%"
"07/11/2002","0.17","0.15","0.17","0.15","1.15B","13.33%"
"07/10/2002","0.15","0.16","0.16","0.15","927.49M","-6.25%"
"07/09/2002","0.16","0.16","0.17","0.15","1.08B","0.00%"
"07/08/2002","0.16","0.16","0.17","0.16","1.59B","0.00%"
"07/05/2002","0.16","0.16","0.16","0.15","739.61M","6.67%"
"07/03/2002","0.15","0.13","0.15","0.13","1.07B","15.38%"
"07/02/2002","0.13","0.14","0.14","0.13","1.37B","-7.14%"
"07/01/2002","0.14","0.14","0.15","0.14","1.16B","0.00%"
"06/28/2002","0.14","0.14","0.15","0.14","2.03B","0.00%"
"06/27/2002","0.14","0.17","0.17","0.14","3.18B","-17.65%"
"06/26/2002","0.17","0.16","0.17","0.15","2.07B","-5.56%"
"06/25/2002","0.18","0.20","0.20","0.18","1.17B","-5.26%"
"06/24/2002","0.19","0.18","0.20","0.18","1.38B","0.00%"
"06/21/2002","0.19","0.20","0.20","0.18","1.49B","-5.00%"
"06/20/2002","0.20","0.20","0.20","0.19","1.43B","0.00%"
"06/19/2002","0.20","0.22","0.22","0.20","2.60B","-16.67%"
"06/18/2002","0.24","0.23","0.24","0.23","1.01B","0.00%"
"06/17/2002","0.24","0.24","0.24","0.23","1.05B","4.35%"
"06/14/2002","0.23","0.22","0.24","0.21","1.12B","0.00%"
"06/13/2002","0.23","0.23","0.24","0.22","1.27B","0.00%"
"06/12/2002","0.23","0.25","0.25","0.22","2.27B","-8.00%"
"06/11/2002","0.25","0.27","0.27","0.25","860.29M","-7.41%"
"06/10/2002","0.27","0.27","0.28","0.27","749.53M","0.00%"
"06/07/2002","0.27","0.25","0.27","0.25","1.37B","0.00%"
"06/06/2002","0.27","0.27","0.28","0.27","742.04M","0.00%"
"06/05/2002","0.27","0.28","0.28","0.26","1.11B","-3.57%"
"06/04/2002","0.28","0.26","0.28","0.26","1.10B","7.69%"
"06/03/2002","0.26","0.27","0.27","0.26","901.52M","-7.14%"
"05/31/2002","0.28","0.29","0.29","0.28","674.40M","-3.45%"
"05/30/2002","0.29","0.29","0.29","0.28","1.07B","0.00%"
"05/29/2002","0.29","0.28","0.29","0.27","1.31B","3.57%"
"05/28/2002","0.28","0.29","0.29","0.27","1.37B","-3.45%"
"05/24/2002","0.29","0.29","0.29","0.29","737.94M","-3.33%"
"05/23/2002","0.30","0.32","0.32","0.29","2.56B","-6.25%"
"05/22/2002","0.32","0.31","0.32","0.31","1.55B","6.67%"
"05/21/2002","0.30","0.33","0.34","0.30","1.38B","-9.09%"
"05/20/2002","0.33","0.32","0.33","0.32","954.06M","0.00%"
"05/17/2002","0.33","0.33","0.33","0.32","935.21M","3.13%"
"05/16/2002","0.32","0.32","0.32","0.31","985.81M","0.00%"
"05/15/2002","0.32","0.31","0.32","0.30","1.51B","3.23%"
"05/14/2002","0.31","0.30","0.31","0.29","1.53B","10.71%"
"05/13/2002","0.28","0.27","0.28","0.27","802.15M","3.70%"
"05/10/2002","0.27","0.29","0.29","0.26","1.32B","-6.90%"
"05/09/2002","0.29","0.30","0.31","0.29","1.23B","-3.33%"
"05/08/2002","0.30","0.29","0.30","0.28","1.69B","11.11%"
"05/07/2002","0.27","0.27","0.27","0.26","1.41B","3.85%"
"05/06/2002","0.26","0.27","0.28","0.26","1.10B","-3.70%"
"05/03/2002","0.27","0.28","0.29","0.27","853.84M","-3.57%"
"05/02/2002","0.28","0.30","0.30","0.28","1.13B","-6.67%"
"05/01/2002","0.30","0.29","0.30","0.28","1.72B","3.45%"
"04/30/2002","0.29","0.30","0.31","0.28","1.78B","-3.33%"
"04/29/2002","0.30","0.28","0.30","0.27","3.93B","20.00%"
"04/26/2002","0.25","0.28","0.28","0.25","1.19B","-10.71%"
"04/25/2002","0.28","0.27","0.29","0.27","1.17B","3.70%"
"04/24/2002","0.27","0.30","0.30","0.27","1.58B","-10.00%"
"04/23/2002","0.30","0.31","0.32","0.29","774.52M","-3.23%"
"04/22/2002","0.31","0.30","0.32","0.30","808.22M","0.00%"
"04/19/2002","0.31","0.32","0.32","0.31","1.13B","-6.06%"
"04/18/2002","0.33","0.33","0.34","0.32","697.16M","-2.94%"
"04/17/2002","0.34","0.34","0.34","0.33","944.64M","3.03%"
"04/16/2002","0.33","0.33","0.34","0.33","856.04M","3.13%"
"04/15/2002","0.32","0.31","0.32","0.31","1.16B","3.23%"
"04/12/2002","0.31","0.31","0.32","0.30","1.38B","0.00%"
"04/11/2002","0.31","0.32","0.32","0.30","1.44B","-3.12%"
"04/10/2002","0.32","0.34","0.35","0.30","3.69B","-5.88%"
"04/09/2002","0.34","0.37","0.37","0.34","1.38B","-5.56%"
"04/08/2002","0.36","0.33","0.36","0.33","1.15B","2.86%"
"04/05/2002","0.35","0.36","0.37","0.35","1.03B","-2.78%"
"04/04/2002","0.36","0.36","0.37","0.35","1.13B","0.00%"
"04/03/2002","0.36","0.36","0.37","0.35","1.09B","2.86%"
"04/02/2002","0.35","0.35","0.37","0.35","1.44B","-2.78%"
"04/01/2002","0.36","0.35","0.37","0.34","2.37B","-2.70%"
"03/28/2002","0.37","0.38","0.38","0.35","3.10B","-2.63%"
"03/27/2002","0.38","0.39","0.39","0.37","1.07B","-2.56%"
"03/26/2002","0.39","0.38","0.40","0.38","1.12B","2.63%"
"03/25/2002","0.38","0.40","0.40","0.38","885.50M","-5.00%"
"03/22/2002","0.40","0.42","0.42","0.40","1.25B","-2.44%"
"03/21/2002","0.41","0.39","0.41","0.38","1.72B","5.13%"
"03/20/2002","0.39","0.42","0.42","0.39","2.29B","-9.30%"
"03/19/2002","0.43","0.44","0.44","0.43","846.13M","-2.27%"
"03/18/2002","0.44","0.45","0.46","0.43","1.06B","0.00%"
"03/15/2002","0.44","0.42","0.44","0.42","1.25B","4.76%"
"03/14/2002","0.42","0.44","0.44","0.42","1.14B","-6.67%"
"03/13/2002","0.45","0.45","0.45","0.45","1.03B","0.00%"
"03/12/2002","0.45","0.47","0.47","0.45","1.26B","-6.25%"
"03/11/2002","0.48","0.48","0.49","0.47","810.83M","-2.04%"
"03/08/2002","0.49","0.48","0.50","0.48","1.27B","4.26%"
"03/07/2002","0.47","0.48","0.48","0.46","1.35B","-2.08%"
"03/06/2002","0.48","0.48","0.48","0.47","1.45B","-2.04%"
"03/05/2002","0.49","0.48","0.50","0.48","1.38B","0.00%"
"03/04/2002","0.49","0.47","0.50","0.46","1.48B","4.26%"
"03/01/2002","0.47","0.43","0.47","0.43","1.31B","9.30%"
"02/28/2002","0.43","0.44","0.45","0.42","1.59B","-2.27%"
"02/27/2002","0.44","0.47","0.47","0.44","1.72B","-4.35%"
"02/26/2002","0.46","0.46","0.47","0.45","1.90B","2.22%"
"02/25/2002","0.45","0.42","0.45","0.42","1.60B","7.14%"
"02/22/2002","0.42","0.43","0.43","0.41","2.59B","-4.55%"
"02/21/2002","0.44","0.46","0.46","0.44","1.53B","-6.38%"
"02/20/2002","0.47","0.44","0.47","0.44","1.84B","4.44%"
"02/19/2002","0.45","0.46","0.46","0.44","1.97B","-6.25%"
"02/15/2002","0.48","0.49","0.50","0.47","3.99B","-7.69%"
"02/14/2002","0.52","0.52","0.53","0.51","1.30B","1.96%"
"02/13/2002","0.51","0.53","0.53","0.51","1.23B","-1.92%"
"02/12/2002","0.52","0.50","0.53","0.49","1.22B","1.96%"
"02/11/2002","0.51","0.48","0.51","0.48","1.25B","6.25%"
"02/08/2002","0.48","0.50","0.51","0.46","1.87B","-4.00%"
"02/07/2002","0.50","0.52","0.52","0.50","964.57M","-3.85%"
"02/06/2002","0.52","0.52","0.53","0.51","1.24B","4.00%"
"02/05/2002","0.50","0.51","0.51","0.48","1.47B","-1.96%"
"02/04/2002","0.51","0.53","0.55","0.51","1.10B","-3.77%"
"02/01/2002","0.53","0.55","0.55","0.53","688.50M","-3.64%"
"01/31/2002","0.55","0.55","0.56","0.53","974.06M","0.00%"
"01/30/2002","0.55","0.54","0.55","0.53","1.22B","1.85%"
"01/29/2002","0.54","0.57","0.57","0.53","1.38B","-5.26%"
"01/28/2002","0.57","0.56","0.57","0.55","924.43M","3.64%"
"01/25/2002","0.55","0.54","0.56","0.53","817.76M","0.00%"
"01/24/2002","0.55","0.53","0.55","0.52","1.14B","3.77%"
"01/23/2002","0.53","0.52","0.53","0.51","889.20M","1.92%"
"01/22/2002","0.52","0.54","0.54","0.51","1.09B","-1.89%"
"01/18/2002","0.53","0.52","0.54","0.52","803.83M","-1.85%"
"01/17/2002","0.54","0.54","0.54","0.52","1.12B","3.85%"
"01/16/2002","0.52","0.54","0.54","0.52","1.12B","-3.70%"
"01/15/2002","0.54","0.52","0.54","0.52","1.84B","8.00%"
"01/14/2002","0.50","0.52","0.53","0.50","1.37B","-5.66%"
"01/11/2002","0.53","0.55","0.55","0.52","1.38B","-3.64%"
"01/10/2002","0.55","0.56","0.57","0.55","992.52M","-1.79%"
"01/09/2002","0.56","0.58","0.59","0.56","1.14B","-1.75%"
"01/08/2002","0.57","0.56","0.58","0.56","774.60M","1.79%"
"01/07/2002","0.56","0.58","0.58","0.56","973.12M","-3.45%"
"01/04/2002","0.58","0.61","0.61","0.57","936.29M","-3.33%"
"01/03/2002","0.60","0.56","0.60","0.56","1.41B","7.14%"
"01/02/2002","0.56","0.56","0.57","0.55","1.30B","0.00%"
"12/31/2001","0.56","0.57","0.57","0.56","737.62M","0.00%"
"12/28/2001","0.56","0.58","0.59","0.56","757.68M","-3.45%"
"12/27/2001","0.58","0.57","0.58","0.57","730.15M","1.75%"
"12/26/2001","0.57","0.55","0.57","0.55","642.23M","3.64%"
"12/24/2001","0.55","0.54","0.55","0.54","265.44M","1.85%"
"12/21/2001","0.54","0.53","0.54","0.52","723.97M","3.85%"
"12/20/2001","0.52","0.54","0.55","0.51","951.78M","-3.70%"
"12/19/2001","0.54","0.54","0.55","0.53","854.71M","-1.82%"
"12/18/2001","0.55","0.55","0.56","0.55","887.24M","-3.51%"
"12/17/2001","0.57","0.54","0.57","0.54","1.08B","3.64%"
"12/14/2001","0.55","0.52","0.55","0.52","754.74M","5.77%"
"12/13/2001","0.52","0.53","0.54","0.52","881.52M","-3.70%"
"12/12/2001","0.54","0.53","0.54","0.52","1.01B","3.85%"
"12/11/2001","0.52","0.51","0.53","0.51","792.36M","4.00%"
"12/10/2001","0.50","0.50","0.52","0.49","695.93M","0.00%"
"12/07/2001","0.50","0.51","0.52","0.49","807.49M","-3.85%"
"12/06/2001","0.52","0.52","0.52","0.50","1.14B","0.00%"
"12/05/2001","0.52","0.49","0.52","0.49","1.71B","8.33%"
"12/04/2001","0.48","0.45","0.49","0.45","1.39B","6.67%"
"12/03/2001","0.45","0.45","0.45","0.44","851.69M","-2.17%"
"11/30/2001","0.46","0.45","0.46","0.44","1.05B","2.22%"
"11/29/2001","0.45","0.46","0.46","0.45","5.27B","4.65%"
"11/28/2001","0.43","0.45","0.45","0.43","817.20M","-4.44%"
"11/27/2001","0.45","0.45","0.46","0.44","1.18B","0.00%"
"11/26/2001","0.45","0.42","0.45","0.42","1.22B","7.14%"
"11/23/2001","0.42","0.41","0.42","0.41","254.05M","2.44%"
"11/21/2001","0.41","0.41","0.42","0.40","728.99M","-2.38%"
"11/20/2001","0.42","0.43","0.44","0.41","938.63M","-2.33%"
"11/19/2001","0.43","0.44","0.45","0.40","1.95B","-2.27%"
"11/16/2001","0.44","0.44","0.45","0.43","496.26M","0.00%"
"11/15/2001","0.44","0.43","0.45","0.43","875.88M","0.00%"
"11/14/2001","0.44","0.45","0.46","0.43","1.15B","-2.22%"
"11/13/2001","0.45","0.46","0.46","0.45","1.45B","-2.17%"
"11/12/2001","0.46","0.44","0.47","0.43","1.46B","4.55%"
"11/09/2001","0.44","0.43","0.44","0.42","2.27B","7.32%"
"11/08/2001","0.41","0.43","0.43","0.40","1.95B","-2.38%"
